max 7
38 59 0
38 60 0
38 61 0
38 62 0
38 63 0
38 64 0
38 65 0
38 66 0
38 67 0
38 68 0
38 69 1
38 70 0
38 71 0
38 72 0
38 73 0
38 74 0
38 75 0
38 76 0
38 77 0
38 78 0
38 79 0
38 80 0
38 81 0
38 82 1
38 83 1
38 84 0
38 85 1
38 86 2
38 87 0
38 88 0
38 89 0
38 90 0
38 91 0
38 92 1
38 93 0
38 94 0
38 95 0
38 96 0
38 97 0
38 98 0
38 99 2
38 100 1
38 101 0
38 102 0
38 103 0
38 104 0
38 105 0
38 106 0
38 107 0
38 108 0
38 109 0
38 110 0
38 111 0
38 112 1
38 113 0
38 114 0
38 115 0
38 116 0
38 117 1
38 118 0
38 119 1
38 120 0
38 121 1
38 122 0
38 123 1
38 124 0
38 125 1
38 126 2
38 127 1
38 128 0
38 129 0
38 130 0
38 131 0
38 132 1
38 133 0
38 134 0
38 135 0
38 136 0
38 137 1
38 138 0
38 139 0
38 140 0
38 141 0
38 142 0
38 143 0
38 144 0
38 145 0
38 146 0
38 147 0
38 148 2
38 149 2
38 150 0
38 151 0
38 152 0
38 153 1
38 154 0
38 155 0
38 156 0
38 157 2
38 158 0
38 159 0
38 160 0
38 161 0
38 162 1
38 163 1
38 164 0
38 165 0
38 166 0
38 167 0
38 168 0
38 169 0
38 170 0
38 171 0
38 172 0
38 173 1
38 174 1
38 175 0
38 176 0
38 177 0
38 178 0
38 179 0
38 180 0
38 181 1
38 182 1
38 183 0
38 184 0
38 185 0
38 186 0
38 187 0
38 188 0
38 189 0
38 190 0
38 191 0
38 192 0
38 193 1
38 194 0
38 195 0
38 196 0
38 197 0
38 198 0
38 199 0
39 0 0
39 1 0
39 2 0
39 3 0
39 4 0
39 5 0
39 6 0
39 7 0
39 8 0
39 9 0
39 10 0
39 11 0
39 12 0
39 13 0
39 14 0
39 15 0
39 16 1
39 17 0
39 18 0
39 19 0
39 20 0
39 21 0
39 22 0
39 23 0
39 24 0
39 25 0
39 26 1
39 27 1
39 28 0
39 29 0
39 30 0
39 31 0
39 32 1
39 33 0
39 34 0
39 35 0
39 36 0
39 37 0
39 38 0
39 39 0
39 40 0
39 41 0
39 42 0
39 43 0
39 44 0
39 45 0
39 46 0
39 47 0
39 48 0
39 49 0
39 50 0
39 51 0
39 52 0
39 53 0
39 54 0
39 55 0
39 56 0
39 57 0
39 58 0
39 59 0
39 60 0
39 61 0
39 62 0
39 63 0
39 64 0
39 65 0
39 66 0
39 67 0
39 68 0
39 69 1
39 70 0
39 71 0
39 72 0
39 73 0
39 74 0
39 75 0
39 76 0
39 77 0
39 78 0
39 79 0
39 80 0
39 81 0
39 82 1
39 83 1
39 84 0
39 85 1
39 86 2
39 87 0
39 88 0
39 89 0
39 90 0
39 91 0
39 92 1
39 93 0
39 94 0
39 95 0
39 96 0
39 97 0
39 98 0
39 99 3
39 100 1
39 101 0
39 102 0
39 103 0
39 104 0
39 105 0
39 106 0
39 107 0
39 108 0
39 109 0
39 110 0
39 111 0
39 112 1
39 113 0
39 114 0
39 115 0
39 116 0
39 117 1
39 118 0
39 119 1
39 120 1
39 121 1
39 122 0
39 123 1
39 124 0
39 125 1
39 126 1
39 127 0
39 128 0
39 129 0
39 130 0
39 131 0
39 132 1
39 133 0
39 134 0
39 135 0
39 136 0
39 137 1
39 138 0
39 139 0
39 140 0
39 141 0
39 142 0
39 143 0
39 144 0
39 145 0
39 146 1
39 147 1
39 148 2
39 149 1
39 150 0
39 151 0
39 152 0
39 153 1
39 154 0
39 155 0
39 156 0
39 157 2
39 158 0
39 159 0
39 160 1
39 161 1
39 162 1
39 163 0
39 164 0
39 165 0
39 166 0
39 167 0
39 168 0
39 169 0
39 170 0
39 171 0
39 172 0
39 173 1
39 174 1
39 175 0
39 176 0
39 177 0
39 178 0
39 179 1
39 180 1
39 181 1
39 182 0
39 183 0
39 184 0
39 185 0
39 186 0
39 187 0
39 188 0
39 189 0
39 190 0
39 191 0
39 192 0
39 193 1
39 194 0
39 195 0
39 196 0
39 197 0
39 198 0
39 199 0
40 0 0
40 1 0
40 2 0
40 3 0
40 4 0
40 5 0
40 6 0
40 7 0
40 8 0
40 9 0
40 10 0
40 11 0
40 12 0
40 13 0
40 14 0
40 15 0
40 16 1
40 17 0
40 18 0
40 19 0
40 20 0
40 21 0
40 22 0
40 23 0
40 24 0
40 25 0
40 26 1
40 27 1
40 28 0
40 29 0
40 30 0
40 31 0
40 32 1
40 33 0
40 34 0
40 35 0
40 36 0
40 37 0
40 38 0
40 39 0
40 40 0
40 41 0
40 42 0
40 43 0
40 44 0
40 45 0
40 46 0
40 47 0
40 48 0
40 49 0
40 50 0
40 51 0
40 52 0
40 53 0
40 54 0
40 55 0
40 56 0
40 57 0
40 58 0
40 59 0
40 60 0
40 61 0
40 62 0
40 63 0
40 64 0
40 65 0
40 66 0
40 67 0
40 68 0
40 69 1
40 70 0
40 71 0
40 72 0
40 73 0
40 74 0
40 75 0
40 76 0
40 77 0
40 78 0
40 79 0
40 80 0
40 81 0
40 82 1
40 83 1
40 84 1
40 85 1
40 86 2
40 87 0
40 88 0
40 89 0
40 90 0
40 91 1
40 92 1
40 93 0
40 94 0
40 95 0
40 96 0
40 97 1
40 98 1
40 99 3
40 100 0
40 101 0
40 102 0
40 103 0
40 104 0
40 105 0
40 106 0
40 107 0
40 108 0
40 109 0
40 110 0
40 111 0
40 112 1
40 113 1
40 114 1
40 115 0
40 116 0
40 117 1
40 118 1
40 119 2
40 120 1
40 121 0
40 122 0
40 123 1
40 124 1
40 125 2
40 126 2
40 127 1
40 128 1
40 129 1
40 130 0
40 131 0
40 132 1
40 133 0
40 134 0
40 135 0
40 136 0
40 137 1
40 138 0
40 139 0
40 140 0
40 141 0
40 142 0
40 143 0
40 144 0
40 145 0
40 146 1
40 147 0
40 148 1
40 149 1
40 150 0
40 151 0
40 152 0
40 153 1
40 154 0
40 155 0
40 156 0
40 157 2
40 158 1
40 159 1
40 160 1
40 161 0
40 162 0
40 163 0
40 164 0
40 165 0
40 166 0
40 167 0
40 168 0
40 169 0
40 170 0
40 171 0
40 172 0
40 173 1
40 174 1
40 175 0
40 176 0
40 177 1
40 178 1
40 179 1
40 180 0
40 181 0
40 182 0
40 183 0
40 184 0
40 185 0
40 186 0
40 187 0
40 188 0
40 189 0
40 190 0
40 191 0
40 192 0
40 193 1
40 194 0
40 195 0
40 196 0
40 197 0
40 198 0
40 199 0
41 0 0
41 1 0
41 2 0
41 3 0
41 4 0
41 5 0
41 6 0
41 7 0
41 8 0
41 9 0
41 10 0
41 11 0
41 12 0
41 13 0
41 14 0
41 15 0
41 16 1
41 17 0
41 18 0
41 19 0
41 20 0
41 21 0
41 22 0
41 23 0
41 24 0
41 25 0
41 26 1
41 27 1
41 28 0
41 29 0
41 30 0
41 31 0
41 32 1
41 33 1
41 34 1
41 35 1
41 36 1
41 37 1
41 38 1
41 39 1
41 40 0
41 41 0
41 42 0
41 43 0
41 44 0
41 45 0
41 46 0
41 47 0
41 48 0
41 49 0
41 50 0
41 51 0
41 52 0
41 53 0
41 54 0
41 55 0
41 56 0
41 57 0
41 58 0
41 59 0
41 60 0
41 61 0
41 62 0
41 63 0
41 64 0
41 65 0
41 66 0
41 67 0
41 68 0
41 69 1
41 70 0
41 71 0
41 72 0
41 73 0
41 74 0
41 75 0
41 76 0
41 77 0
41 78 1
41 79 0
41 80 0
41 81 0
41 82 2
41 83 2
41 84 1
41 85 0
41 86 3
41 87 1
41 88 1
41 89 1
41 90 1
41 91 1
41 92 0
41 93 0
41 94 0
41 95 1
41 96 1
41 97 1
41 98 0
41 99 2
41 100 0
41 101 0
41 102 0
41 103 0
41 104 0
41 105 0
41 106 0
41 107 0
41 108 0
41 109 0
41 110 0
41 111 0
41 112 0
41 113 0
41 114 1
41 115 0
41 116 1
41 117 2
41 118 1
41 119 1
41 120 0
41 121 0
41 122 0
41 123 0
41 124 1
41 125 1
41 126 1
41 127 0
41 128 0
41 129 1
41 130 0
41 131 0
41 132 1
41 133 0
41 134 0
41 135 0
41 136 0
41 137 1
41 138 0
41 139 0
41 140 0
41 141 0
41 142 0
41 143 0
41 144 0
41 145 0
41 146 1
41 147 0
41 148 1
41 149 1
41 150 0
41 151 0
41 152 0
41 153 1
41 154 0
41 155 0
41 156 0
41 157 2
41 158 1
41 159 0
41 160 0
41 161 0
41 162 0
41 163 1
41 164 0
41 165 0
41 166 0
41 167 0
41 168 0
41 169 0
41 170 0
41 171 0
41 172 0
41 173 1
41 174 1
41 175 0
41 176 0
41 177 1
41 178 0
41 179 0
41 180 0
41 181 0
41 182 0
41 183 0
41 184 1
41 185 0
41 186 0
41 187 0
41 188 0
41 189 0
41 190 0
41 191 0
41 192 0
41 193 1
41 194 0
41 195 0
41 196 0
41 197 0
41 198 0
41 199 0
42 0 0
42 1 0
42 2 0
42 3 0
42 4 0
42 5 0
42 6 0
42 7 0
42 8 0
42 9 0
42 10 0
42 11 0
42 12 0
42 13 0
42 14 0
42 15 0
42 16 1
42 17 0
42 18 0
42 19 0
42 20 0
42 21 0
42 22 0
42 23 0
42 24 0
42 25 0
42 26 1
42 27 1
42 28 1
42 29 1
42 30 1
42 31 1
42 32 1
42 33 1
42 34 1
42 35 0
42 36 0
42 37 0
42 38 0
42 39 1
42 40 0
42 41 0
42 42 0
42 43 0
42 44 0
42 45 0
42 46 0
42 47 0
42 48 0
42 49 0
42 50 0
42 51 0
42 52 0
42 53 0
42 54 0
42 55 1
42 56 1
42 57 1
42 58 1
42 59 1
42 60 1
42 61 1
42 62 1
42 63 1
42 64 1
42 65 1
42 66 1
42 67 1
42 68 1
42 69 2
42 70 1
42 71 1
42 72 1
42 73 1
42 74 1
42 75 1
42 76 1
42 77 1
42 78 2
42 79 1
42 80 1
42 81 1
42 82 3
42 83 2
42 84 1
42 85 1
42 86 4
42 87 1
42 88 1
42 89 1
42 90 1
42 91 1
42 92 1
42 93 0
42 94 0
42 95 1
42 96 0
42 97 0
42 98 0
42 99 2
42 100 0
42 101 0
42 102 0
42 103 0
42 104 0
42 105 0
42 106 0
42 107 0
42 108 0
42 109 0
42 110 0
42 111 0
42 112 0
42 113 0
42 114 1
42 115 1
42 116 2
42 117 1
42 118 0
42 119 1
42 120 0
42 121 0
42 122 1
42 123 1
42 124 1
42 125 0
42 126 1
42 127 0
42 128 0
42 129 1
42 130 0
42 131 0
42 132 1
42 133 0
42 134 0
42 135 0
42 136 0
42 137 1
42 138 0
42 139 0
42 140 0
42 141 0
42 142 0
42 143 0
42 144 0
42 145 1
42 146 1
42 147 0
42 148 1
42 149 1
42 150 0
42 151 0
42 152 0
42 153 1
42 154 0
42 155 0
42 156 0
42 157 2
42 158 1
42 159 0
42 160 0
42 161 0
42 162 1
42 163 1
42 164 0
42 165 0
42 166 0
42 167 0
42 168 0
42 169 0
42 170 0
42 171 0
42 172 0
42 173 1
42 174 1
42 175 0
42 176 0
42 177 1
42 178 0
42 179 0
42 180 0
42 181 0
42 182 0
42 183 0
42 184 1
42 185 0
42 186 0
42 187 0
42 188 0
42 189 0
42 190 0
42 191 0
42 192 0
42 193 1
42 194 0
42 195 0
42 196 0
42 197 0
42 198 0
42 199 0
43 0 0
43 1 0
43 2 0
43 3 0
43 4 0
43 5 0
43 6 0
43 7 0
43 8 0
43 9 0
43 10 0
43 11 0
43 12 0
43 13 0
43 14 0
43 15 0
43 16 1
43 17 0
43 18 0
43 19 0
43 20 0
43 21 0
43 22 1
43 23 1
43 24 0
43 25 0
43 26 1
43 27 0
43 28 0
43 29 0
43 30 0
43 31 0
43 32 0
43 33 0
43 34 1
43 35 0
43 36 0
43 37 0
43 38 0
43 39 1
43 40 0
43 41 0
43 42 0
43 43 0
43 44 0
43 45 0
43 46 0
43 47 0
43 48 0
43 49 0
43 50 0
43 51 0
43 52 0
43 53 0
43 54 0
43 55 0
43 56 0
43 57 0
43 58 0
43 59 0
43 60 0
43 61 0
43 62 0
43 63 0
43 64 0
43 65 0
43 66 0
43 67 0
43 68 0
43 69 1
43 70 0
43 71 0
43 72 0
43 73 0
43 74 0
43 75 0
43 76 0
43 77 0
43 78 1
43 79 0
43 80 0
43 81 0
43 82 2
43 83 1
43 84 0
43 85 0
43 86 3
43 87 0
43 88 0
43 89 0
43 90 0
43 91 0
43 92 1
43 93 0
43 94 0
43 95 1
43 96 0
43 97 0
43 98 0
43 99 2
43 100 0
43 101 0
43 102 0
43 103 0
43 104 0
43 105 0
43 106 0
43 107 0
43 108 0
43 109 0
43 110 0
43 111 0
43 112 0
43 113 0
43 114 1
43 115 1
43 116 1
43 117 0
43 118 0
43 119 1
43 120 0
43 121 0
43 122 1
43 123 0
43 124 0
43 125 0
43 126 1
43 127 0
43 128 0
43 129 1
43 130 0
43 131 0
43 132 1
43 133 0
43 134 0
43 135 0
43 136 0
43 137 1
43 138 0
43 139 0
43 140 0
43 141 0
43 142 0
43 143 1
43 144 1
43 145 1
43 146 0
43 147 0
43 148 1
43 149 1
43 150 0
43 151 0
43 152 0
43 153 1
43 154 0
43 155 0
43 156 0
43 157 3
43 158 1
43 159 0
43 160 0
43 161 1
43 162 1
43 163 0
43 164 0
43 165 0
43 166 0
43 167 0
43 168 0
43 169 0
43 170 0
43 171 0
43 172 0
43 173 1
43 174 1
43 175 0
43 176 1
43 177 1
43 178 0
43 179 0
43 180 0
43 181 0
43 182 0
43 183 0
43 184 1
43 185 0
43 186 0
43 187 0
43 188 0
43 189 0
43 190 0
43 191 0
43 192 0
43 193 1
43 194 0
43 195 0
43 196 0
43 197 0
43 198 0
43 199 0
44 0 0
44 1 0
44 2 0
44 3 0
44 4 0
44 5 0
44 6 0
44 7 0
44 8 0
44 9 0
44 10 0
44 11 0
44 12 0
44 13 0
44 14 0
44 15 0
44 16 1
44 17 0
44 18 0
44 19 0
44 20 0
44 21 0
44 22 0
44 23 1
44 24 0
44 25 0
44 26 1
44 27 0
44 28 0
44 29 0
44 30 0
44 31 0
44 32 0
44 33 0
44 34 1
44 35 0
44 36 0
44 37 0
44 38 0
44 39 1
44 40 1
44 41 1
44 42 0
44 43 0
44 44 0
44 45 0
44 46 0
44 47 0
44 48 0
44 49 0
44 50 0
44 51 0
44 52 0
44 53 0
44 54 0
44 55 0
44 56 0
44 57 0
44 58 0
44 59 0
44 60 0
44 61 0
44 62 0
44 63 0
44 64 0
44 65 0
44 66 0
44 67 0
44 68 0
44 69 1
44 70 0
44 71 0
44 72 0
44 73 0
44 74 0
44 75 0
44 76 0
44 77 0
44 78 1
44 79 0
44 80 0
44 81 1
44 82 2
44 83 1
44 84 0
44 85 0
44 86 3
44 87 0
44 88 0
44 89 0
44 90 0
44 91 0
44 92 1
44 93 0
44 94 1
44 95 1
44 96 0
44 97 0
44 98 0
44 99 2
44 100 1
44 101 0
44 102 0
44 103 0
44 104 0
44 105 0
44 106 0
44 107 0
44 108 0
44 109 0
44 110 0
44 111 0
44 112 0
44 113 0
44 114 1
44 115 2
44 116 1
44 117 0
44 118 0
44 119 1
44 120 0
44 121 0
44 122 1
44 123 0
44 124 0
44 125 0
44 126 1
44 127 0
44 128 0
44 129 1
44 130 1
44 131 1
44 132 2
44 133 0
44 134 0
44 135 0
44 136 0
44 137 1
44 138 0
44 139 0
44 140 0
44 141 1
44 142 1
44 143 1
44 144 0
44 145 0
44 146 0
44 147 0
44 148 2
44 149 1
44 150 0
44 151 0
44 152 0
44 153 1
44 154 0
44 155 1
44 156 1
44 157 3
44 158 0
44 159 0
44 160 0
44 161 1
44 162 0
44 163 0
44 164 0
44 165 0
44 166 0
44 167 0
44 168 0
44 169 0
44 170 0
44 171 0
44 172 0
44 173 1
44 174 2
44 175 1
44 176 1
44 177 0
44 178 0
44 179 0
44 180 0
44 181 0
44 182 0
44 183 0
44 184 1
44 185 0
44 186 0
44 187 0
44 188 0
44 189 0
44 190 0
44 191 0
44 192 0
44 193 1
44 194 0
44 195 0
44 196 0
44 197 0
44 198 0
44 199 0
45 0 0
45 1 0
45 2 0
45 3 0
45 4 0
45 5 0
45 6 0
45 7 0
45 8 0
45 9 0
45 10 0
45 11 0
45 12 0
45 13 0
45 14 0
45 15 0
45 16 1
45 17 0
45 18 0
45 19 0
45 20 0
45 21 0
45 22 0
45 23 1
45 24 0
45 25 0
45 26 1
45 27 0
45 28 0
45 29 0
45 30 0
45 31 0
45 32 0
45 33 0
45 34 1
45 35 1
45 36 1
45 37 0
45 38 0
45 39 0
45 40 0
45 41 1
45 42 0
45 43 0
45 44 0
45 45 0
45 46 0
45 47 0
45 48 0
45 49 0
45 50 0
45 51 0
45 52 0
45 53 0
45 54 0
45 55 0
45 56 0
45 57 0
45 58 0
45 59 0
45 60 0
45 61 0
45 62 0
45 63 0
45 64 0
45 65 0
45 66 0
45 67 0
45 68 0
45 69 1
45 70 0
45 71 0
45 72 0
45 73 0
45 74 0
45 75 0
45 76 0
45 77 0
45 78 1
45 79 1
45 80 1
45 81 1
45 82 1
45 83 1
45 84 0
45 85 0
45 86 3
45 87 0
45 88 0
45 89 0
45 90 0
45 91 0
45 92 2
45 93 1
45 94 1
45 95 0
45 96 0
45 97 0
45 98 0
45 99 1
45 100 2
45 101 1
45 102 0
45 103 0
45 104 0
45 105 0
45 106 0
45 107 0
45 108 1
45 109 1
45 110 1
45 111 1
45 112 1
45 113 2
45 114 3
45 115 3
45 116 1
45 117 0
45 118 0
45 119 1
45 120 0
45 121 1
45 122 1
45 123 0
45 124 0
45 125 0
45 126 1
45 127 0
45 128 0
45 129 0
45 130 0
45 131 0
45 132 2
45 133 0
45 134 0
45 135 0
45 136 0
45 137 1
45 138 0
45 139 0
45 140 0
45 141 1
45 142 0
45 143 0
45 144 0
45 145 0
45 146 0
45 147 0
45 148 2
45 149 1
45 150 0
45 151 0
45 152 0
45 153 2
45 154 1
45 155 1
45 156 0
45 157 2
45 158 0
45 159 0
45 160 0
45 161 1
45 162 0
45 163 0
45 164 0
45 165 0
45 166 0
45 167 0
45 168 0
45 169 0
45 170 0
45 171 0
45 172 0
45 173 1
45 174 2
45 175 0
45 176 0
45 177 0
45 178 0
45 179 0
45 180 0
45 181 0
45 182 0
45 183 0
45 184 1
45 185 0
45 186 0
45 187 0
45 188 0
45 189 0
45 190 0
45 191 0
45 192 0
45 193 1
45 194 0
45 195 0
45 196 0
45 197 0
45 198 0
45 199 0
46 0 0
46 1 0
46 2 0
46 3 0
46 4 0
46 5 0
46 6 0
46 7 0
46 8 0
46 9 0
46 10 0
46 11 0
46 12 0
46 13 0
46 14 0
46 15 0
46 16 1
46 17 0
46 18 0
46 19 0
46 20 0
46 21 0
46 22 0
46 23 1
46 24 0
46 25 0
46 26 1
46 27 0
46 28 0
46 29 0
46 30 0
46 31 0
46 32 0
46 33 0
46 34 0
46 35 0
46 36 1
46 37 0
46 38 0
46 39 0
46 40 0
46 41 1
46 42 0
46 43 0
46 44 0
46 45 0
46 46 0
46 47 0
46 48 0
46 49 0
46 50 0
46 51 0
46 52 0
46 53 0
46 54 0
46 55 0
46 56 0
46 57 0
46 58 0
46 59 0
46 60 0
46 61 0
46 62 0
46 63 0
46 64 0
46 65 0
46 66 0
46 67 0
46 68 0
46 69 1
46 70 0
46 71 0
46 72 0
46 73 0
46 74 0
46 75 0
46 76 0
46 77 1
46 78 2
46 79 1
46 80 0
46 81 0
46 82 1
46 83 1
46 84 1
46 85 1
46 86 3
46 87 0
46 88 0
46 89 0
46 90 0
46 91 0
46 92 2
46 93 1
46 94 1
46 95 1
46 96 0
46 97 0
46 98 0
46 99 0
46 100 1
46 101 1
46 102 0
46 103 0
46 104 0
46 105 0
46 106 0
46 107 0
46 108 1
46 109 0
46 110 0
46 111 0
46 112 0
46 113 1
46 114 0
46 115 0
46 116 2
46 117 1
46 118 1
46 119 2
46 120 1
46 121 1
46 122 0
46 123 0
46 124 0
46 125 0
46 126 1
46 127 0
46 128 0
46 129 0
46 130 0
46 131 0
46 132 2
46 133 0
46 134 0
46 135 0
46 136 0
46 137 1
46 138 0
46 139 0
46 140 0
46 141 1
46 142 0
46 143 0
46 144 0
46 145 0
46 146 0
46 147 0
46 148 2
46 149 1
46 150 0
46 151 0
46 152 0
46 153 2
46 154 0
46 155 0
46 156 0
46 157 2
46 158 0
46 159 0
46 160 1
46 161 1
46 162 0
46 163 0
46 164 0
46 165 0
46 166 0
46 167 0
46 168 0
46 169 0
46 170 0
46 171 0
46 172 0
46 173 1
46 174 2
46 175 0
46 176 0
46 177 0
46 178 0
46 179 0
46 180 0
46 181 0
46 182 0
46 183 0
46 184 1
46 185 0
46 186 0
46 187 0
46 188 0
46 189 0
46 190 0
46 191 0
46 192 0
46 193 1
46 194 0
46 195 0
46 196 0
46 197 0
46 198 0
46 199 0
47 0 0
47 1 0
47 2 0
47 3 0
47 4 0
47 5 0
47 6 0
47 7 0
47 8 0
47 9 0
47 10 0
47 11 0
47 12 0
47 13 0
47 14 0
47 15 0
47 16 1
47 17 0
47 18 0
47 19 0
47 20 0
47 21 0
47 22 0
47 23 1
47 24 0
47 25 0
47 26 1
47 27 1
47 28 1
47 29 0
47 30 0
47 31 1
47 32 1
47 33 1
47 34 1
47 35 1
47 36 2
47 37 1
47 38 1
47 39 1
47 40 1
47 41 2
47 42 1
47 43 1
47 44 1
47 45 1
47 46 1
47 47 1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
47 53 1
47 54 1
47 55 1
47 56 1
47 57 1
47 58 1
47 59 1
47 60 1
47 61 1
47 62 1
47 63 1
47 64 1
47 65 1
47 66 1
47 67 1
47 68 1
47 69 2
47 70 1
47 71 1
47 72 1
47 73 1
47 74 1
47 75 1
47 76 1
47 77 2
47 78 2
47 79 1
47 80 1
47 81 1
47 82 2
47 83 2
47 84 2
47 85 1
47 86 3
47 87 1
47 88 1
47 89 1
47 90 1
47 91 1
47 92 2
47 93 1
47 94 1
47 95 2
47 96 1
47 97 1
47 98 1
47 99 1
47 100 2
47 101 2
47 102 1
47 103 1
47 104 1
47 105 2
47 106 1
47 107 1
47 108 2
47 109 1
47 110 1
47 111 1
47 112 1
47 113 2
47 114 1
47 115 1
47 116 3
47 117 1
47 118 1
47 119 2
47 120 1
47 121 1
47 122 1
47 123 1
47 124 1
47 125 1
47 126 3
47 127 1
47 128 1
47 129 1
47 130 1
47 131 1
47 132 3
47 133 1
47 134 1
47 135 1
47 136 1
47 137 2
47 138 1
47 139 1
47 140 2
47 141 2
47 142 1
47 143 1
47 144 1
47 145 1
47 146 1
47 147 1
47 148 3
47 149 2
47 150 1
47 151 1
47 152 1
47 153 3
47 154 1
47 155 1
47 156 1
47 157 3
47 158 2
47 159 2
47 160 2
47 161 1
47 162 1
47 163 1
47 164 1
47 165 1
47 166 1
47 167 1
47 168 1
47 169 1
47 170 1
47 171 1
47 172 1
47 173 2
47 174 2
47 175 0
47 176 0
47 177 0
47 178 0
47 179 0
47 180 0
47 181 0
47 182 0
47 183 0
47 184 1
47 185 0
47 186 0
47 187 0
47 188 0
47 189 0
47 190 0
47 191 0
47 192 0
47 193 1
47 194 0
47 195 0
47 196 0
47 197 0
47 198 0
47 199 0
48 0 0
48 1 0
48 2 0
48 3 0
48 4 0
48 5 0
48 6 0
48 7 0
48 8 0
48 9 0
48 10 0
48 11 0
48 12 0
48 13 0
48 14 0
48 15 0
48 16 1
48 17 0
48 18 0
48 19 0
48 20 1
48 21 1
48 22 1
48 23 2
48 24 1
48 25 1
48 26 1
48 27 1
48 28 2
48 29 1
48 30 1
48 31 1
48 32 1
48 33 1
48 34 1
48 35 1
48 36 2
48 37 1
48 38 1
48 39 1
48 40 1
48 41 2
48 42 1
48 43 1
48 44 1
48 45 1
48 46 1
48 47 1
48 48 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 54 1
48 55 1
48 56 1
48 57 1
48 58 1
48 59 1
48 60 1
48 61 1
48 62 1
48 63 1
48 64 1
48 65 1
48 66 1
48 67 1
48 68 1
48 69 2
48 70 1
48 71 1
48 72 1
48 73 1
48 74 1
48 75 1
48 76 1
48 77 2
48 78 2
48 79 1
48 80 1
48 81 1
48 82 2
48 83 2
48 84 2
48 85 1
48 86 3
48 87 1
48 88 1
48 89 1
48 90 1
48 91 2
48 92 2
48 93 1
48 94 1
48 95 2
48 96 1
48 97 1
48 98 1
48 99 1
48 100 2
48 101 2
48 102 1
48 103 1
48 104 2
48 105 2
48 106 1
48 107 1
48 108 2
48 109 1
48 110 1
48 111 1
48 112 2
48 113 2
48 114 1
48 115 1
48 116 3
48 117 1
48 118 1
48 119 2
48 120 1
48 121 1
48 122 1
48 123 1
48 124 1
48 125 2
48 126 3
48 127 1
48 128 1
48 129 1
48 130 1
48 131 1
48 132 3
48 133 1
48 134 1
48 135 0
48 136 0
48 137 1
48 138 1
48 139 1
48 140 1
48 141 0
48 142 0
48 143 0
48 144 0
48 145 0
48 146 0
48 147 0
48 148 2
48 149 1
48 150 0
48 151 0
48 152 1
48 153 2
48 154 0
48 155 0
48 156 1
48 157 3
48 158 1
48 159 0
48 160 0
48 161 0
48 162 0
48 163 0
48 164 0
48 165 0
48 166 0
48 167 0
48 168 0
48 169 0
48 170 0
48 171 0
48 172 0
48 173 1
48 174 1
48 175 0
48 176 0
48 177 0
48 178 0
48 179 0
48 180 0
48 181 0
48 182 0
48 183 0
48 184 1
48 185 0
48 186 0
48 187 0
48 188 0
48 189 0
48 190 0
48 191 0
48 192 0
48 193 1
48 194 0
48 195 0
48 196 0
48 197 0
48 198 0
48 199 0
49 0 0
49 1 0
49 2 0
49 3 0
49 4 0
49 5 0
49 6 0
49 7 0
49 8 0
49 9 0
49 10 0
49 11 0
49 12 0
49 13 0
49 14 0
49 15 1
49 16 2
49 17 1
49 18 1
49 19 1
49 20 1
49 21 1
49 22 1
49 23 2
49 24 1
49 25 1
49 26 1
49 27 1
49 28 2
49 29 1
49 30 1
49 31 1
49 32 1
49 33 1
49 34 1
49 35 1
49 36 2
49 37 1
49 38 1
49 39 1
49 40 1
49 41 2
49 42 2
49 43 2
49 44 2
49 45 2
49 46 2
49 47 2
49 48 2
49 49 1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
49 55 1
49 56 1
49 57 1
49 58 1
49 59 1
49 60 1
49 61 1
49 62 1
49 63 1
49 64 0
49 65 0
49 66 0
49 67 0
49 68 0
49 69 1
49 70 0
49 71 0
49 72 0
49 73 0
49 74 0
49 75 0
49 76 1
49 77 2
49 78 2
49 79 1
49 80 1
49 81 1
49 82 2
49 83 2
49 84 1
49 85 0
49 86 2
49 87 0
49 88 0
49 89 1
49 90 1
49 91 1
49 92 0
49 93 0
49 94 0
49 95 1
49 96 0
49 97 0
49 98 0
49 99 0
49 100 1
49 101 1
49 102 0
49 103 1
49 104 1
49 105 0
49 106 0
49 107 1
49 108 2
49 109 1
49 110 1
49 111 1
49 112 1
49 113 0
49 114 0
49 115 0
49 116 2
49 117 0
49 118 0
49 119 1
49 120 0
49 121 0
49 122 0
49 123 0
49 124 1
49 125 1
49 126 1
49 127 0
49 128 0
49 129 0
49 130 0
49 131 0
49 132 2
49 133 1
49 134 2
49 135 0
49 136 0
49 137 1
49 138 1
49 139 0
49 140 0
49 141 0
49 142 0
49 143 0
49 144 0
49 145 0
49 146 0
49 147 0
49 148 2
49 149 1
49 150 1
49 151 1
49 152 1
49 153 1
49 154 0
49 155 0
49 156 1
49 157 2
49 158 0
49 159 0
49 160 0
49 161 0
49 162 0
49 163 0
49 164 0
49 165 0
49 166 0
49 167 0
49 168 0
49 169 0
49 170 0
49 171 0
49 172 0
49 173 1
49 174 1
49 175 0
49 176 0
49 177 0
49 178 0
49 179 0
49 180 0
49 181 0
49 182 0
49 183 0
49 184 1
49 185 0
49 186 0
49 187 0
49 188 0
49 189 0
49 190 0
