45, 351, 12
70, 220, 29
33, 128, 32
89, 105, 39
354, 191, 42
241, 61, 46
38, 46, 66
87, 7, 95
400, 184, 99
181, 336, 103
271, 60, 120
94, 196, 131
13, 183, 154
31, 381, 157
103, 158, 165
349, 348, 167
79, 107, 170
326, 241, 173
135, 61, 176
4, 322, 184
128, 387, 187
33, 58, 197
372, 326, 198
335, 238, 208
291, 89, 213
87, 276, 215
331, 93, 220
122, 7, 226
95, 303, 231
81, 217, 235
75, 181, 251
288, 101, 252
80, 6, 257
52, 312, 262
279, 379, 266
75, 347, 272
291, 94, 294
386, 345, 299
369, 314, 300
363, 238, 303
40, 277, 309
185, 91, 363
109, 304, 368
328, 103, 372
306, 210, 408
346, 111, 415
142, 10, 419
388, 103, 425
72, 219, 437
359, 107, 440
248, 392, 462
51, 317, 491
337, 125, 502
245, 101, 515
363, 101, 517
364, 347, 522
84, 34, 537
296, 39, 538
86, 272, 540
317, 286, 549
37, 367, 571
233, 87, 572
307, 223, 573
366, 337, 600
346, 127, 603
288, 398, 605
185, 30, 629
258, 33, 635
197, 47, 670
10, 105, 678
181, 355, 679
117, 74, 686
398, 199, 716
62, 323, 730
382, 248, 735
286, 349, 748
35, 44, 749
172, 350, 752
264, 96, 776
210, 337, 781
73, 397, 788
401, 345, 790
338, 197, 808
372, 263, 812
339, 396, 839
156, 9, 893
364, 112, 908
366, 144, 913
344, 118, 924
34, 205, 937
210, 10, 944
398, 72, 956
353, 109, 962
156, 70, 966
39, 20, 972
171, 318, 984
33, 105, 992
