333, 68, 12
33, 225, 25
153, 26, 31
279, 43, 40
393, 133, 53
324, 346, 64
397, 178, 65
48, 159, 87
4, 345, 90
232, 92, 95
373, 102, 117
88, 370, 119
347, 303, 149
394, 261, 158
144, 48, 162
290, 348, 171
88, 341, 179
350, 172, 182
57, 5, 183
130, 321, 190
218, 49, 194
7, 69, 224
55, 162, 225
334, 185, 227
10, 267, 238
121, 47, 239
6, 393, 284
292, 13, 295
158, 331, 304
138, 26, 307
398, 393, 332
349, 298, 343
37, 229, 352
329, 173, 357
402, 37, 390
316, 366, 399
83, 132, 417
389, 38, 429
52, 198, 433
166, 61, 468
273, 18, 471
47, 128, 473
82, 278, 476
241, 345, 479
85, 103, 480
39, 168, 496
353, 379, 500
358, 122, 509
54, 326, 511
244, 79, 512
265, 98, 525
357, 141, 529
266, 14, 530
331, 159, 533
116, 308, 540
24, 185, 562
162, 344, 573
337, 199, 575
186, 75, 576
232, 401, 578
41, 251, 588
4, 10, 596
136, 61, 600
53, 263, 609
74, 140, 627
81, 22, 629
338, 285, 631
345, 186, 648
129, 38, 663
337, 16, 670
121, 317, 678
367, 45, 694
317, 103, 702
141, 400, 739
125, 87, 751
251, 345, 753
7, 25, 754
6, 367, 755
43, 209, 762
61, 236, 770
119, 349, 777
84, 353, 778
366, 266, 786
163, 349, 787
276, 328, 800
76, 7, 801
123, 43, 802
261, 306, 809
42, 43, 811
39, 391, 813
265, 20, 818
58, 41, 828
364, 351, 854
130, 102, 880
277, 309, 883
57, 135, 887
276, 79, 888
79, 208, 896
10, 101, 906
391, 345, 922
185, 398, 924
148, 333, 932
84, 85, 933
72, 295, 935
72, 221, 942
332, 212, 945
175, 53, 956
41, 282, 962
241, 332, 963
350, 137, 985
65, 33, 994
