158, 324, 3
134, 317, 8
390, 177, 22
378, 138, 33
311, 348, 37
344, 59, 39
251, 391, 43
47, 357, 74
96, 242, 76
359, 38, 81
159, 4, 109
14, 31, 119
273, 357, 138
353, 80, 152
176, 307, 160
140, 399, 163
70, 256, 166
368, 391, 178
46, 175, 188
103, 335, 196
275, 339, 231
402, 109, 241
8, 93, 258
367, 195, 264
382, 276, 265
332, 273, 269
357, 380, 276
294, 85, 286
72, 214, 289
351, 193, 290
326, 156, 296
146, 372, 302
346, 184, 319
237, 334, 333
38, 247, 344
306, 240, 362
377, 87, 376
339, 301, 380
35, 144, 385
308, 149, 386
96, 269, 388
281, 78, 400
294, 33, 445
235, 61, 454
385, 289, 472
47, 167, 473
6, 231, 476
317, 336, 487
72, 323, 489
251, 13, 492
15, 89, 497
366, 60, 508
184, 345, 530
82, 262, 531
12, 338, 542
392, 89, 566
130, 383, 569
266, 314, 574
157, 55, 576
325, 282, 599
337, 13, 605
145, 382, 606
395, 157, 620
316, 108, 625
356, 117, 626
173, 335, 638
33, 69, 641
350, 75, 645
238, 320, 648
46, 36, 650
79, 315, 666
186, 379, 668
29, 372, 669
286, 400, 679
225, 15, 686
101, 147, 713
395, 68, 720
402, 377, 731
72, 217, 732
369, 275, 739
244, 75, 785
218, 317, 825
261, 384, 857
270, 49, 861
305, 4, 869
319, 71, 872
234, 85, 880
386, 8, 882
364, 102, 885
333, 316, 887
209, 344, 898
41, 258, 902
295, 71, 903
136, 327, 905
18, 245, 915
122, 315, 918
142, 78, 921
110, 101, 941
360, 316, 942
366, 251, 949
41, 150, 956
383, 145, 964
334, 382, 988
