364, 115, 2
288, 100, 20
334, 233, 27
108, 82, 34
244, 33, 53
369, 24, 55
338, 97, 57
103, 71, 66
270, 91, 86
330, 314, 88
365, 352, 90
388, 46, 113
361, 59, 123
73, 313, 129
389, 352, 153
197, 87, 159
29, 310, 161
252, 68, 175
18, 310, 185
34, 297, 191
16, 289, 198
72, 120, 199
273, 349, 221
235, 21, 229
332, 68, 232
99, 77, 234
311, 112, 235
338, 374, 250
198, 403, 259
165, 393, 282
5, 159, 322
331, 192, 338
42, 338, 360
376, 54, 369
295, 52, 384
69, 337, 388
14, 400, 393
177, 98, 423
4, 171, 426
364, 238, 449
198, 8, 459
24, 274, 466
100, 373, 490
189, 315, 519
11, 217, 523
47, 370, 530
400, 32, 534
158, 402, 538
260, 53, 548
313, 247, 551
126, 370, 555
78, 81, 566
346, 179, 568
89, 173, 590
157, 83, 597
258, 34, 604
387, 22, 610
93, 344, 611
248, 74, 615
315, 202, 625
239, 384, 640
393, 16, 641
399, 105, 648
374, 62, 649
207, 314, 667
14, 267, 697
143, 101, 699
145, 401, 701
337, 386, 708
246, 353, 732
160, 350, 739
356, 170, 747
49, 60, 754
399, 326, 799
158, 51, 803
315, 124, 811
124, 349, 812
192, 345, 828
59, 18, 837
399, 125, 839
211, 56, 843
397, 231, 858
79, 149, 860
157, 349, 870
210, 320, 887
39, 83, 900
380, 394, 907
99, 133, 910
355, 82, 916
57, 398, 921
62, 365, 924
56, 345, 932
16, 29, 933
216, 340, 937
386, 177, 943
328, 254, 948
140, 92, 952
6, 87, 979
382, 156, 983
89, 390, 989
145, 392, 994
