382, 89, 3
113, 401, 21
146, 100, 34
10, 234, 37
76, 175, 67
57, 183, 70
102, 44, 78
306, 93, 117
364, 12, 133
145, 93, 138
92, 272, 157
167, 380, 179
208, 87, 180
284, 75, 183
164, 32, 186
87, 366, 191
91, 224, 197
204, 4, 198
315, 272, 204
86, 47, 220
371, 25, 237
36, 274, 256
402, 11, 282
4, 302, 288
17, 399, 315
46, 398, 337
252, 321, 345
308, 43, 348
277, 317, 349
403, 329, 356
333, 130, 362
368, 301, 363
191, 340, 387
179, 349, 390
312, 48, 394
193, 4, 397
8, 49, 407
155, 53, 439
371, 216, 456
77, 26, 458
321, 249, 462
42, 288, 463
131, 51, 513
124, 71, 530
388, 270, 534
138, 311, 541
85, 356, 542
326, 303, 544
16, 54, 546
216, 9, 553
307, 362, 564
365, 189, 566
314, 389, 575
142, 63, 582
37, 325, 585
31, 84, 587
16, 275, 592
197, 55, 600
235, 348, 620
38, 393, 621
141, 401, 626
356, 121, 638
189, 94, 648
215, 43, 654
377, 13, 661
136, 385, 675
403, 353, 677
35, 105, 682
140, 325, 687
380, 4, 692
156, 79, 697
72, 49, 700
348, 352, 726
45, 317, 743
44, 203, 744
366, 275, 746
401, 50, 752
328, 220, 755
403, 205, 769
274, 36, 772
22, 398, 775
339, 74, 776
314, 144, 799
85, 222, 818
109, 29, 823
125, 381, 825
292, 354, 868
375, 161, 872
60, 315, 888
105, 320, 898
182, 95, 899
386, 338, 914
388, 163, 920
314, 239, 925
318, 145, 928
91, 291, 940
374, 203, 949
208, 35, 970
401, 5, 986
219, 327, 993
169, 355, 996
