402, 235, 3
317, 223, 31
372, 310, 33
38, 147, 68
336, 106, 99
50, 37, 122
380, 133, 127
63, 68, 130
100, 395, 133
372, 26, 166
90, 367, 174
283, 44, 211
385, 68, 212
332, 91, 217
400, 165, 227
55, 5, 231
248, 314, 237
81, 223, 243
362, 14, 251
321, 125, 253
375, 125, 258
72, 16, 268
184, 358, 274
113, 101, 277
403, 381, 280
358, 366, 284
147, 40, 293
295, 45, 300
376, 200, 316
212, 83, 323
338, 226, 343
308, 226, 349
387, 400, 375
107, 68, 387
150, 73, 389
156, 393, 390
276, 86, 407
270, 318, 415
65, 387, 424
316, 287, 425
184, 27, 430
102, 297, 445
93, 213, 456
205, 81, 465
69, 138, 471
349, 212, 473
307, 97, 480
172, 58, 485
7, 22, 491
52, 165, 497
328, 279, 503
61, 367, 506
70, 272, 515
154, 367, 519
63, 345, 522
32, 244, 525
330, 208, 530
400, 145, 546
323, 284, 573
363, 8, 575
29, 307, 582
163, 8, 599
40, 173, 617
243, 37, 620
189, 54, 628
373, 283, 630
334, 70, 634
96, 195, 642
338, 147, 648
8, 327, 649
398, 332, 652
23, 385, 656
340, 357, 668
384, 265, 699
112, 353, 708
218, 306, 730
66, 196, 740
347, 363, 741
347, 106, 743
317, 101, 760
88, 35, 766
395, 359, 796
75, 9, 800
50, 385, 802
251, 5, 807
137, 339, 813
312, 272, 822
257, 75, 851
187, 311, 860
339, 138, 869
305, 214, 872
26, 41, 875
215, 387, 876
59, 174, 880
338, 17, 884
321, 160, 889
109, 16, 901
24, 51, 909
112, 381, 912
185, 375, 920
264, 103, 924
366, 109, 925
10, 178, 928
221, 8, 940
351, 186, 955
363, 147, 972
136, 101, 976
394, 238, 977
364, 183, 980
312, 29, 983
277, 21, 984
345, 52, 992
