9, 177, 7
37, 268, 10
195, 52, 26
366, 286, 54
43, 121, 57
76, 377, 60
176, 85, 71
395, 275, 73
307, 351, 78
208, 72, 80
313, 19, 102
196, 385, 103
313, 361, 109
172, 70, 133
257, 330, 136
212, 338, 150
170, 306, 161
315, 174, 175
89, 380, 190
71, 308, 195
318, 242, 199
234, 386, 205
39, 312, 222
261, 359, 236
82, 400, 237
307, 76, 258
74, 387, 265
186, 393, 267
356, 27, 269
86, 45, 279
17, 302, 289
30, 144, 296
134, 326, 309
197, 39, 313
335, 276, 315
25, 373, 336
399, 327, 338
357, 270, 339
40, 151, 353
346, 339, 358
144, 357, 368
153, 89, 370
165, 21, 375
332, 372, 389
367, 69, 392
19, 214, 421
123, 399, 424
95, 363, 426
61, 115, 432
376, 215, 456
241, 372, 468
102, 230, 479
388, 228, 488
50, 84, 491
80, 177, 502
125, 76, 523
357, 17, 543
286, 336, 559
313, 77, 561
46, 329, 569
271, 395, 582
256, 62, 589
245, 18, 659
319, 244, 664
366, 385, 676
239, 305, 679
373, 228, 693
393, 34, 695
344, 398, 699
304, 88, 710
122, 102, 749
219, 11, 757
359, 351, 758
140, 60, 763
45, 377, 777
19, 235, 780
29, 348, 786
361, 313, 808
252, 359, 814
50, 148, 826
65, 345, 865
273, 309, 888
66, 144, 903
385, 57, 920
46, 37, 922
328, 143, 925
77, 306, 928
88, 310, 937
16, 100, 943
374, 84, 957
83, 44, 981
